Epoch,Training Accuracy,Validation Accuracy,Training Loss,Validation Loss,Precision,Recall,F1 Score
1,0.5,0.5,0.7600846886634827,0.7155159711837769,0.5,1.0,0.6666666666666666
2,0.5659340620040894,0.6086956262588501,0.728066086769104,0.6788673996925354,1.0,0.21739130434782608,0.35714285714285715
3,0.5384615659713745,0.5,0.717015266418457,0.6740756034851074,0.0,0.0,0.0
4,0.5219780206680298,0.8478260636329651,0.7153330445289612,0.6605513095855713,0.9444444444444444,0.7391304347826086,0.8292682926829268
5,0.5879120826721191,0.6086956262588501,0.6762010455131531,0.6536411643028259,0.5609756097560976,1.0,0.71875
6,0.6098901033401489,0.804347813129425,0.6523075103759766,0.6441673040390015,0.7333333333333333,0.9565217391304348,0.8301886792452831
7,0.5824176073074341,0.717391312122345,0.6637459993362427,0.6383512020111084,0.9166666666666666,0.4782608695652174,0.6285714285714286
8,0.5769230723381042,0.6739130616188049,0.6531761884689331,0.6315661072731018,0.9,0.391304347826087,0.5454545454545454
9,0.6318681240081787,0.8260869383811951,0.6508409976959229,0.6211087703704834,0.9411764705882353,0.6956521739130435,0.8
10,0.7032967209815979,0.804347813129425,0.6136334538459778,0.6105266809463501,0.8181818181818182,0.782608695652174,0.8
11,0.6648351550102234,0.8695651888847351,0.6185953617095947,0.6062501668930054,0.9473684210526315,0.782608695652174,0.8571428571428571
12,0.692307710647583,0.782608687877655,0.6226954460144043,0.6023347973823547,0.9333333333333333,0.6086956521739131,0.7368421052631579
13,0.6758241653442383,0.695652186870575,0.6173036098480225,0.5978346467018127,0.9090909090909091,0.43478260869565216,0.5882352941176471
14,0.7032967209815979,0.8478260636329651,0.6082905530929565,0.5806430578231812,0.9,0.782608695652174,0.8372093023255814
15,0.7527472376823425,0.8260869383811951,0.5850615501403809,0.572117269039154,0.8571428571428571,0.782608695652174,0.8181818181818182
16,0.7307692170143127,0.6521739363670349,0.5914005637168884,0.5833604335784912,0.8888888888888888,0.34782608695652173,0.5
17,0.6813187003135681,0.8478260636329651,0.5893261432647705,0.559101939201355,0.9,0.782608695652174,0.8372093023255814
18,0.7307692170143127,0.8478260636329651,0.5704243183135986,0.5492763519287109,0.8636363636363636,0.8260869565217391,0.8444444444444444
19,0.7692307829856873,0.717391312122345,0.549075186252594,0.5597912073135376,0.9166666666666666,0.4782608695652174,0.6285714285714286
20,0.7967032790184021,0.8695651888847351,0.5410156846046448,0.541527509689331,0.9473684210526315,0.782608695652174,0.8571428571428571
21,0.807692289352417,0.8695651888847351,0.5127983689308167,0.5351040959358215,0.9473684210526315,0.782608695652174,0.8571428571428571
22,0.7692307829856873,0.760869562625885,0.5452354550361633,0.5383009910583496,0.9285714285714286,0.5652173913043478,0.7027027027027027
23,0.7307692170143127,0.8478260636329651,0.5333462953567505,0.5112652778625488,0.8636363636363636,0.8260869565217391,0.8444444444444444
24,0.7527472376823425,0.8695651888847351,0.5310178399085999,0.519629955291748,0.9473684210526315,0.782608695652174,0.8571428571428571
25,0.7747252583503723,0.8695651888847351,0.5353898406028748,0.5123484134674072,0.9473684210526315,0.782608695652174,0.8571428571428571
26,0.8021978139877319,0.8695651888847351,0.5184543132781982,0.5051645040512085,0.9473684210526315,0.782608695652174,0.8571428571428571
27,0.8241758346557617,0.8695651888847351,0.48583605885505676,0.4986700713634491,0.9473684210526315,0.782608695652174,0.8571428571428571
28,0.7692307829856873,0.8695651888847351,0.5166366696357727,0.4870045781135559,0.9473684210526315,0.782608695652174,0.8571428571428571
29,0.8186812996864319,0.8695651888847351,0.473662406206131,0.47651711106300354,0.9473684210526315,0.782608695652174,0.8571428571428571
30,0.7802197933197021,0.8695651888847351,0.5021816492080688,0.4772934317588806,0.9473684210526315,0.782608695652174,0.8571428571428571
31,0.7967032790184021,0.8695651888847351,0.4942215383052826,0.47958067059516907,0.9473684210526315,0.782608695652174,0.8571428571428571
32,0.8296703100204468,0.8913043737411499,0.47531262040138245,0.4574274718761444,0.95,0.8260869565217391,0.8837209302325582
33,0.8351648449897766,0.8695651888847351,0.45597150921821594,0.4558233618736267,0.9473684210526315,0.782608695652174,0.8571428571428571
34,0.7802197933197021,0.8695651888847351,0.49172118306159973,0.45405280590057373,0.9473684210526315,0.782608695652174,0.8571428571428571
35,0.8351648449897766,0.8695651888847351,0.44566282629966736,0.4329211115837097,0.9047619047619048,0.8260869565217391,0.8636363636363636
36,0.791208803653717,0.8695651888847351,0.4661572575569153,0.45273324847221375,0.9473684210526315,0.782608695652174,0.8571428571428571
37,0.7857142686843872,0.8695651888847351,0.4683271646499634,0.44809406995773315,0.9473684210526315,0.782608695652174,0.8571428571428571
38,0.8131868243217468,0.8913043737411499,0.45131754875183105,0.4258442223072052,0.95,0.8260869565217391,0.8837209302325582
39,0.7967032790184021,0.8695651888847351,0.46501994132995605,0.4344056248664856,0.9473684210526315,0.782608695652174,0.8571428571428571
40,0.8351648449897766,0.782608687877655,0.4257572591304779,0.4657631814479828,0.9333333333333333,0.6086956521739131,0.7368421052631579
41,0.8516483306884766,0.8913043737411499,0.4079861044883728,0.4057597815990448,0.95,0.8260869565217391,0.8837209302325582
42,0.7967032790184021,0.8695651888847351,0.46054500341415405,0.399677038192749,0.9047619047619048,0.8260869565217391,0.8636363636363636
43,0.8131868243217468,0.8695651888847351,0.44336432218551636,0.42271479964256287,0.9473684210526315,0.782608695652174,0.8571428571428571
44,0.8406593203544617,0.8913043737411499,0.42778316140174866,0.3978418707847595,0.95,0.8260869565217391,0.8837209302325582
45,0.8186812996864319,0.8913043737411499,0.43365827202796936,0.3986526429653168,0.95,0.8260869565217391,0.8837209302325582
46,0.791208803653717,0.8913043737411499,0.44805070757865906,0.39174261689186096,0.95,0.8260869565217391,0.8837209302325582
47,0.8681318759918213,0.8913043737411499,0.3912709355354309,0.38937219977378845,0.95,0.8260869565217391,0.8837209302325582
48,0.8846153616905212,0.8913043737411499,0.39831793308258057,0.3790575861930847,0.95,0.8260869565217391,0.8837209302325582
49,0.8626373410224915,0.8913043737411499,0.39053335785865784,0.38602206110954285,0.95,0.8260869565217391,0.8837209302325582
50,0.8571428656578064,0.8913043737411499,0.3886941373348236,0.36265501379966736,0.95,0.8260869565217391,0.8837209302325582
51,0.8516483306884766,0.8913043737411499,0.3825836181640625,0.3709813356399536,0.95,0.8260869565217391,0.8837209302325582
52,0.8461538553237915,0.8913043737411499,0.3794284164905548,0.3482217490673065,0.9090909090909091,0.8695652173913043,0.8888888888888888
53,0.8406593203544617,0.8913043737411499,0.4056839942932129,0.3725559115409851,0.95,0.8260869565217391,0.8837209302325582
54,0.8461538553237915,0.8913043737411499,0.38235971331596375,0.3643020689487457,0.95,0.8260869565217391,0.8837209302325582
55,0.807692289352417,0.804347813129425,0.4153600037097931,0.4049273729324341,0.9375,0.6521739130434783,0.7692307692307693
56,0.8681318759918213,0.8913043737411499,0.37409207224845886,0.33774182200431824,0.95,0.8260869565217391,0.8837209302325582
57,0.8461538553237915,0.8913043737411499,0.3854234218597412,0.34533265233039856,0.95,0.8260869565217391,0.8837209302325582
58,0.8241758346557617,0.8913043737411499,0.415485143661499,0.35083305835723877,0.95,0.8260869565217391,0.8837209302325582
59,0.8626373410224915,0.8913043737411499,0.3530254065990448,0.38033127784729004,0.95,0.8260869565217391,0.8837209302325582
60,0.807692289352417,0.8913043737411499,0.40744873881340027,0.3390895128250122,0.95,0.8260869565217391,0.8837209302325582
61,0.8516483306884766,0.8913043737411499,0.35817840695381165,0.3455623686313629,0.95,0.8260869565217391,0.8837209302325582
